name,no_of_settled_bet,market_dict,league_dict,most_frequent_market,market_amount,market %,most_frequent_league,league_amount,league %
mkpd0003,384,"{'Asian Handicap': 113, 'Asian Over/Under - Corners - Half Time': 10, 'Asian Over/Under': 133, 'Asian Handicap - Half Time': 32, 'Asian Handicap - Corners': 14, 'Match Odds': 1, 'Asian Handicap - Corners - Half Time': 17, 'Match Odds - Half Time': 8, 'Asian Over/Under - Corners': 10, 'Asian Over/Under - Half Time': 46}","{'UEFA Europa League, Qualification': 7, 'UEFA Europa Conference League, Qualification': 14, 'Peru Liga 1': 9, 'Pro League': 1, 'La Liga Profesional': 5, 'FAI Cup': 2, 'Primeira Liga': 8, 'Liga I': 5, 'Serbia Super Liga': 2, 'DFB Pokal': 15, 'Viasat Sport Divisionen (1st Division)': 3, 'Super Lig': 6, 'England Premier League': 17, 'Unibet I liga': 2, 'Eerste Divisie': 5, 'First Division A': 18, 'Ecuador Primera A': 3, 'Scottish league cup': 6, 'J.League 3': 2, 'England Championship': 7, 'K-League Classic (First League)': 2, 'K-League (Second League)': 3, 'Liga de Honra': 9, 'Azerbaijan Premier League': 1, 'Allsvenskan': 4, 'Ekstraklasa': 7, 'League One': 8, 'League Two': 4, 'Meistriliiga': 2, 'Ligue 1': 6, 'Ukraine Premier League': 2, 'Saudi Super Cup': 2, 'Toto Cup': 4, 'Bulgaria Premier League': 5, 'Serie A': 12, 'Brasileiro Feminino': 3, 'Brasilero Serie D': 2, 'Victorian (Premier League)': 2, 'Eredivisie': 5, 'NPL Queensland': 4, 'Danish Superliga': 2, 'Egypt Premier League': 3, 'Gambrinus Liga': 3, 'Brasilero Serie A': 4, 'Primera Division': 8, 'Chile Primera Division': 2, 'Greece Super League': 13, 'Campeonato Uruguayo': 1, 'New South Wales (Premier League)': 4, 'Premier League 2 (Division 1)': 4, 'Adeccoligaen': 3, 'Urvalsdeild': 3, 'Football League Trophy': 5, 'Copa Sudamericana': 2, 'Veikkausliiga': 4, 'Copa Argentina': 1, 'Chinese FA Cup': 1, 'Qatar Stars League': 2, 'Saudi Professional League': 9, 'ADEG Erste Liga': 2, '2. Bundesliga': 3, 'Ligue 2': 4, 'Segunda Division': 2, '3.Liga': 5, 'Thai League': 6, 'Russia Premier League': 1, 'Kazakhstan Premier League': 4, 'Ykkosliiga': 3, 'Bundesliga': 7, 'UAE Arabian Gulf League': 2, 'Spain Rfef Primera - Group 2': 1, 'Ligat Ha Al': 1, 'Spain Rfef Primera - Group 1': 1, 'Bolivian Primera Division': 2, 'Challenge League': 2, 'Eliteserien': 1, 'Premier League': 2, 'Croatia 1. HNL': 1, 'Indonesia Liga 1': 1, 'Brasilero Serie B': 3, 'FFA Cup': 1, 'OFB Stiegl Cup': 3, 'Superettan': 3, 'EFL Cup': 5, 'UEFA Champions League, Qualification': 1, 'Russian Cup': 1, 'Serie B': 1, 'Copa Ecuador': 1, 'Colombia Cup': 1, 'Qatar Stars Cup': 4, 'Egypt Cup': 1, 'Serie C Girone C': 1, 'Liga MX': 1, 'tipp3-Bundesliga': 2, 'Scotland Premier League': 3, 'Axpo Super League': 1, 'Bundesliga (Women)': 1, 'TFF 1. Lig': 1}",Asian Over/Under,133.0,34.64,First Division A,18.0,4.69
mkpd0004,348,"{'Asian Handicap': 124, 'Asian Over/Under': 115, 'Asian Over/Under - Corners': 14, 'Asian Handicap - Half Time': 19, 'Asian Over/Under - Corners - Half Time': 14, 'Asian Over/Under - Half Time': 37, 'Asian Handicap - Corners': 13, 'Asian Handicap - Corners - Half Time': 9, 'Match Odds - Half Time': 3}","{'Peru Liga 1': 6, 'UEFA Europa League, Qualification': 4, 'Primera Division': 10, 'UEFA Europa Conference League, Qualification': 11, 'Croatia 1. HNL': 3, 'Danish Superliga': 2, 'ADEG Erste Liga': 3, 'DFB Pokal': 7, 'FAI Cup': 2, 'Premier League 2 (Division 1)': 4, 'Eerste Divisie': 7, 'Egypt Premier League': 4, 'First Division A': 10, 'Primeira Liga': 6, 'Ekstraklasa': 5, 'Liga I': 4, 'K-League (Second League)': 4, 'Liga de Honra': 3, 'League One': 10, 'Thai League': 9, 'England Premier League': 23, 'Ligue 2': 6, 'Superettan': 5, 'Ykkosliiga': 5, 'Eredivisie': 6, 'League Two': 4, 'Ligue 1': 7, 'Fortuna Liga': 1, 'Serie A': 12, 'Scottish league cup': 1, 'Saudi Super Cup': 1, 'NB I': 2, 'tipp3-Bundesliga': 1, 'Super Lig': 3, 'Campeonato Uruguayo': 2, 'Victorian (Premier League)': 1, 'La Liga Profesional': 4, 'NPL Queensland': 4, 'Unibet I liga': 1, 'Belgium Challenger Pro League': 3, 'Indonesia Liga 1': 1, 'Gambrinus Liga': 6, 'Greece Super League': 5, 'Brasilero Serie A': 3, 'Argentina Primera B Nacional': 1, 'Bulgaria Premier League': 1, 'TFF 1. Lig': 2, 'Bolivian Primera Division': 3, 'Urvalsdeild': 3, 'Toto Cup': 1, 'Brasilero Serie C': 1, 'Club Friendly Games': 1, 'Viasat Sport Divisionen (1st Division)': 2, 'Football League Trophy': 6, 'Egypt Cup': 4, 'Copa Libertadores': 2, 'Copa Sudamericana': 2, 'Korea FA Cup': 2, 'Emperor Cup': 3, 'Brasileiro Feminino': 1, 'Chinese FA Cup': 1, 'Qatar Stars League': 1, 'Saudi Professional League': 7, 'Serie C Girone C': 2, 'Meistriliiga': 3, 'Premier League': 1, 'Bundesliga': 4, 'Ecuador Primera A': 5, 'Ukraine Premier League': 1, 'England Championship': 5, 'Kazakhstan Premier League': 3, 'UAE Arabian Gulf League': 2, 'Challenge League': 3, '2. Bundesliga': 1, 'New South Wales (Premier League)': 5, 'Eliteserien': 1, 'Allsvenskan': 2, 'Veikkausliiga': 5, '3.Liga': 6, 'Serie C Girone B': 1, 'Serie C Girone A': 1, 'Paraguay Primera Division': 1, 'Adeccoligaen': 2, 'EFL Cup': 6, 'OFB Stiegl Cup': 5, 'Brasilero Serie B': 4, 'Copa do Brasil': 1, 'Colombia Cup': 2, 'Serbia Super Liga': 4, 'Qatar Stars Cup': 1, 'J.League 2': 2, 'K-League Classic (First League)': 2, 'Bundesliga (Women)': 1, 'Venezuela Primera Division': 1}",Asian Handicap,124.0,35.63,England Premier League,23.0,6.61
mkpd0005,366,"{'Asian Handicap': 109, 'Asian Handicap - Corners': 10, 'Asian Over/Under': 123, 'Match Odds': 8, 'Asian Handicap - Corners - Half Time': 13, 'Asian Over/Under - Half Time': 38, 'Match Odds - Half Time': 3, 'Asian Handicap - Half Time': 35, 'Asian Over/Under - Corners - Half Time': 11, 'Asian Over/Under - Corners': 16}","{'UEFA Europa Conference League, Qualification': 12, 'UEFA Europa League, Qualification': 5, 'Russian Cup': 3, 'Peru Liga 1': 7, 'Pro League': 3, 'La Liga Profesional': 3, 'NPL Queensland': 5, 'Ukraine Premier League': 6, 'DFB Pokal': 11, 'ADEG Erste Liga': 2, 'Viasat Sport Divisionen (1st Division)': 5, 'Eerste Divisie': 2, 'Premier League 2 (Division 1)': 10, 'PrvaLiga Telekom': 3, 'FAI Cup': 4, 'Ligue 1': 7, 'Liga I': 2, 'Serie A': 11, 'Germany Super Cup': 1, 'Thai League': 6, 'K-League (Second League)': 3, 'England Premier League': 24, 'Saudi Super Cup': 2, 'League One': 5, 'Conference National': 4, 'First Division A': 10, 'Gambrinus Liga': 5, 'Primera Division': 8, 'Super Lig': 4, 'Brasilero Serie A': 7, 'Brasileiro Feminino': 2, 'Primeira Liga': 7, 'TFF 1. Lig': 2, 'Leagues Cup': 1, 'Campeonato Uruguayo': 2, 'Chile Primera Division': 2, 'Brasilero Serie C': 1, 'Colombia Primera A': 3, 'Victorian (Premier League)': 3, 'Ekstraklasa': 5, 'Greece Super League': 6, 'Scottish league cup': 1, 'Eredivisie': 5, 'Kazakhstan Premier League': 2, 'Veikkausliiga': 4, 'Meistriliiga': 2, 'Toto Cup': 2, 'Bulgaria Premier League': 5, 'Urvalsdeild': 5, 'Serbia Super Liga': 2, 'Football League Trophy': 8, 'Copa Sudamericana': 1, 'Copa Libertadores': 1, 'Emperor Cup': 1, 'Chinese FA Cup': 2, 'Egypt Cup': 2, 'Copa Argentina': 2, 'Qatar Stars League': 4, '3.Liga': 7, 'Ligue 2': 2, 'Bolivian Primera Division': 3, 'Major League Soccer': 1, 'England Championship': 8, 'Russia Premier League': 4, 'League Two': 3, 'Challenge League': 3, 'Bundesliga': 6, 'New South Wales (Premier League)': 2, 'K-League Classic (First League)': 1, 'Unibet I liga': 1, 'Liga de Honra': 5, 'Allsvenskan': 3, 'Danish Superliga': 2, 'tipp3-Bundesliga': 2, 'Serie C Girone A': 1, 'Ecuador Primera A': 2, 'Segunda Division': 1, 'Brasilero Serie D': 1, 'Adeccoligaen': 1, 'Saudi Professional League': 5, 'Serie B': 2, 'OFB Stiegl Cup': 7, 'EFL Cup': 6, 'Copa do Brasil': 1, 'Colombia Cup': 1, 'Azerbaijan Premier League': 1, 'UAE Arabian Gulf League': 1, 'Qatar Stars Cup': 4, 'Belgium Challenger Pro League': 2, 'NB I': 1, 'Serie C Girone C': 1, '2. Bundesliga': 1, 'Croatia 1. HNL': 2, 'Superettan': 1, 'Axpo Super League': 2, 'J.League 2': 2, 'Scotland Premier League': 1, 'Paraguay Primera Division': 1, 'Argentina Primera B Nacional': 1, 'DBU Pokalen': 1}",Asian Over/Under,123.0,33.61,England Premier League,24.0,6.56
mkpd0006,364,"{'Asian Handicap - Corners': 19, 'Asian Over/Under': 129, 'Asian Over/Under - Corners - Half Time': 5, 'Asian Handicap': 117, 'Match Odds': 2, 'Asian Over/Under - Half Time': 32, 'Asian Over/Under - Corners': 17, 'Asian Handicap - Half Time': 29, 'Asian Handicap - Corners - Half Time': 14}","{'UEFA Europa League, Qualification': 6, 'UEFA Europa Conference League, Qualification': 12, 'Primera Division': 10, 'Russian Cup': 3, 'Pro League': 1, 'La Liga Profesional': 5, 'Primeira Liga': 3, 'Meistriliiga': 5, 'Egypt Premier League': 5, 'Bulgaria Premier League': 6, 'Ligue 2': 6, 'Premier League 2 (Division 1)': 9, 'FAI Cup': 4, 'Eerste Divisie': 5, 'ADEG Erste Liga': 7, 'Liga I': 7, 'First Division A': 9, 'Super Lig': 5, 'Eredivisie': 5, 'Chinese Super League': 1, 'DFB Pokal': 7, 'J.League 3': 1, 'New South Wales (Premier League)': 2, 'K-League (Second League)': 3, 'Thai League': 11, 'Superettan': 6, 'J.League 2': 3, 'Campeonato Uruguayo': 1, 'England Championship': 3, 'League Two': 7, 'England Premier League': 19, 'Ukraine Premier League': 5, 'Ykkosliiga': 4, 'Liga de Expansion': 1, 'Segunda Division': 2, 'Qatar Stars League': 3, 'Conference National': 1, 'Serie A': 15, 'Ligue 1': 9, 'Brasilero Serie A': 8, 'Brasileiro Feminino': 4, 'Brasilero Serie B': 6, 'Ecuador Primera A': 3, 'Chile Primera Division': 3, 'Brasilero Serie D': 1, 'Paraguay Primera Division': 3, 'Victorian (Premier League)': 1, 'NPL Queensland': 1, 'Danish Superliga': 2, 'Russia Premier League': 3, 'Gambrinus Liga': 5, 'Kazakhstan Premier League': 1, 'Liga de Honra': 6, 'Toto Cup': 1, 'Bolivian Primera Division': 4, 'Club Friendly Games': 1, 'Football League Trophy': 6, 'Venezuela Primera Division': 1, 'Peru Liga 1': 3, 'Emperor Cup': 1, 'Egypt Cup': 5, 'Chinese FA Cup': 2, 'Saudi Professional League': 6, 'Premier League': 2, '3.Liga': 3, 'Croatia 1. HNL': 2, 'Major League Soccer': 1, '2. Bundesliga': 1, 'League One': 5, 'Bundesliga': 6, 'Unibet I liga': 1, 'Ligat Ha Al': 1, 'Cyprus 1st Division': 1, 'Urvalsdeild': 2, 'Serie B': 2, 'Adeccoligaen': 2, 'EFL Cup': 9, 'Korea FA Cup': 1, 'OFB Stiegl Cup': 2, 'Copa do Brasil': 2, 'Colombia Primera A': 1, 'Copa Ecuador': 1, 'Qatar Stars Cup': 2, 'Viasat Sport Divisionen (1st Division)': 3, 'Challenge League': 1, 'Belgium Challenger Pro League': 2, 'Ekstraklasa': 4, 'Greece Super League': 2, 'Allsvenskan': 2, 'Serie C Girone C': 1, 'Scotland Premier League': 2, 'Veikkausliiga': 3, 'tipp3-Bundesliga': 1, 'Eliteserien': 1, 'DBU Pokalen': 1}",Asian Over/Under,129.0,35.44,England Premier League,19.0,5.22
mkpd0007,347,"{'Asian Handicap': 113, 'Asian Handicap - Corners': 19, 'Asian Over/Under - Corners': 11, 'Asian Handicap - Half Time': 29, 'Asian Over/Under': 103, 'Asian Over/Under - Corners - Half Time': 14, 'Asian Handicap - Corners - Half Time': 12, 'Asian Over/Under - Half Time': 41, 'Match Odds - Half Time': 3, 'Match Odds': 2}","{'UEFA Europa Conference League, Qualification': 10, 'Primera Division': 11, 'UEFA Europa League, Qualification': 6, 'Peru Liga 1': 7, 'Ekstraklasa': 9, 'Indonesia Liga 1': 4, 'J.League': 4, 'Meistriliiga': 4, 'Egypt Premier League': 6, 'Viasat Sport Divisionen (1st Division)': 4, 'FAI Cup': 4, 'Croatia 1. HNL': 5, 'New South Wales (Premier League)': 5, 'La Liga Profesional': 2, 'K-League Classic (First League)': 3, 'Chinese Super League': 1, 'Thai League': 5, 'Liga de Honra': 5, 'J.League 2': 3, 'DFB Pokal': 12, 'England Premier League': 20, 'League Two': 5, 'Superettan': 5, 'League One': 3, 'Gambrinus Liga': 6, 'Qatar Stars League': 1, 'First Division A': 15, 'Greece Super League': 2, 'Eredivisie': 6, 'Saudi Super Cup': 1, 'Serie A': 12, 'Brasilero Serie D': 3, 'Brasileiro Feminino': 3, 'Ecuador Primera A': 2, 'NPL Queensland': 2, 'Veikkausliiga': 5, 'Belgium Challenger Pro League': 5, 'Ligue 1': 2, 'Eerste Divisie': 3, 'Toto Cup': 4, 'Brasilero Serie A': 4, 'Serie B': 1, 'Campeonato Uruguayo': 1, 'Super Lig': 4, 'Brasilero Serie B': 3, 'Colombia Primera A': 2, 'Ykkosliiga': 2, 'Adeccoligaen': 3, 'Football League Trophy': 5, 'Copa Sudamericana': 2, 'Suomen Cup': 1, 'Urvalsdeild': 4, 'Saudi Professional League': 5, 'ADEG Erste Liga': 4, 'Bulgaria Premier League': 4, 'Serie C Girone C': 2, 'Primeira Liga': 5, 'Ukraine Premier League': 4, 'England Championship': 4, 'Major League Soccer': 1, 'Brasilero Serie C': 2, 'Conference National': 1, 'Danish Superliga': 6, 'Egypt Cup': 2, 'Segunda Division': 3, '2. Bundesliga': 3, 'Allsvenskan': 3, 'Eliteserien': 1, '3.Liga': 6, 'Bundesliga': 6, 'Challenge League': 2, 'OFB Stiegl Cup': 4, 'EFL Cup': 8, 'Korea FA Cup': 1, 'Russian Cup': 2, 'UEFA Champions League, Qualification': 1, 'Paraguay Primera Division': 1, 'Ligue 2': 2, 'Qatar Stars Cup': 1, 'Liga MX': 2, 'Axpo Super League': 1, 'Serbia Super Liga': 1, 'Liga de Expansion': 1, 'J.League 3': 1, 'Kazakhstan Premier League': 4, 'Premier League 2 (Division 1)': 1, 'Scotland Premier League': 2, 'K-League (Second League)': 1, 'Russia Premier League': 1, 'Liga I': 1}",Asian Handicap,113.0,32.56,England Premier League,20.0,5.76
mkpd0008,372,"{'Asian Handicap': 118, 'Asian Over/Under - Half Time': 42, 'Asian Handicap - Corners': 16, 'Asian Over/Under': 131, 'Match Odds': 7, 'Asian Handicap - Half Time': 27, 'Asian Handicap - Corners - Half Time': 12, 'Asian Over/Under - Corners': 3, 'Asian Over/Under - Corners - Half Time': 11, 'Match Odds - Half Time': 5}","{'Pro League': 3, 'Peru Liga 1': 7, 'UEFA Europa League, Qualification': 5, 'Copa Sudamericana': 1, 'Brasilero Serie B': 6, 'Chinese Super League': 1, 'DFB Pokal': 12, 'Ukraine Premier League': 9, 'Primeira Liga': 6, 'ADEG Erste Liga': 4, 'Premier League 2 (Division 1)': 4, 'Viasat Sport Divisionen (1st Division)': 4, 'England Premier League': 14, 'Liga I': 4, 'Ligue 2': 7, 'FAI Cup': 2, 'Liga MX': 1, 'J.League': 2, 'K-League (Second League)': 3, 'K-League Classic (First League)': 4, 'Russia Premier League': 6, 'Superettan': 4, 'La Liga Profesional': 1, 'England Championship': 5, 'League One': 2, 'First Division A': 14, 'League Two': 4, 'Saudi Super Cup': 3, 'Eerste Divisie': 4, 'Ykkosliiga': 4, 'Scottish league cup': 3, 'Bulgaria Premier League': 6, 'Egypt Premier League': 4, 'Serie A': 14, 'Greece Super League': 6, 'PrvaLiga Telekom': 1, 'Ligue 1': 3, 'TFF 1. Lig': 2, 'Brasileiro Feminino': 4, 'Chile Primera Division': 3, 'Brasilero Serie D': 2, 'Victorian (Premier League)': 4, 'NPL Queensland': 2, 'Bolivian Primera Division': 3, 'Thai League': 4, 'Eredivisie': 3, 'Veikkausliiga': 5, 'Brasilero Serie A': 5, 'Kazakhstan Premier League': 1, 'Segunda Division': 1, 'Campeonato Uruguayo': 1, 'Unibet I liga': 1, 'Meistriliiga': 6, 'Liga de Honra': 2, 'NB I': 1, 'Toto Cup': 1, 'Serie B': 1, 'Super Lig': 5, 'Argentina Primera B Nacional': 3, 'Urvalsdeild': 5, 'Primera Division': 5, 'UEFA Champions League, Qualification': 2, 'Football League Trophy': 6, 'Emperor Cup': 1, 'Egypt Cup': 2, 'UEFA Europa Conference League, Qualification': 8, 'Saudi Professional League': 8, 'Qatar Stars League': 1, 'Conference National': 1, 'Serie C Girone C': 2, 'Ekstraklasa': 3, 'Brasilero Serie C': 3, 'J.League 2': 4, 'Paraguay Primera Division': 2, '2. Bundesliga': 7, 'Gambrinus Liga': 3, '3.Liga': 4, 'UAE Arabian Gulf League': 3, 'Belgium Challenger Pro League': 2, 'Ligat Ha Al': 2, 'Croatia 1. HNL': 2, 'Colombia Primera A': 2, 'Major League Soccer': 2, 'New South Wales (Premier League)': 5, 'Danish Superliga': 3, 'Eliteserien': 1, 'Bundesliga': 3, 'Allsvenskan': 3, 'tipp3-Bundesliga': 1, 'Serie C Girone B': 1, 'Serie C Girone A': 1, 'Ecuador Primera A': 2, 'Venezuela Primera Division': 2, 'FFA Cup': 1, 'OFB Stiegl Cup': 4, 'EFL Cup': 9, 'Adeccoligaen': 2, 'Russian Cup': 1, 'Copa do Brasil': 1, 'Qatar Stars Cup': 2, 'Bundesliga (Women)': 2, 'Serbia Super Liga': 1, 'Scotland Premier League': 2, 'Axpo Super League': 2}",Asian Over/Under,131.0,35.22,England Premier League,14.0,3.76
mm0011,847,"{'Asian Handicap': 464, 'Asian Over/Under': 383}","{'Coppa Italia': 10, 'EFL Cup': 11, 'Spain Super Cup': 1, 'Bundesliga': 81, 'Ligue 1': 32, 'England Premier League': 76, 'Primera Division': 71, 'Serie A': 96, 'England Championship': 29, 'Eredivisie': 42, 'FA Cup': 10, 'Copa del Rey': 5, '2. Bundesliga': 63, 'Primeira Liga': 10, 'Segunda Division': 17, 'UEFA Champions League': 25, 'UEFA Europa League': 25, 'Danish Superliga': 30, 'Super Lig': 8, 'Scotland Premier League': 2, 'Coupe de France': 1, 'DFB Pokal': 3, 'U21 European Championship, Qualification': 3, 'International Friendly Games': 1, 'Viasat Sport Divisionen (1st Division)': 4, 'Allsvenskan': 21, 'Eliteserien': 38, 'Axpo Super League': 3, 'Veikkausliiga': 35, 'DBU Pokalen': 2, 'UEFA Europa Conference League': 11, 'Russia Premier League': 4, 'Eredivisie, Relegation/Promotion': 1, 'Ykkosliiga': 1, 'tipp3-Bundesliga': 2, 'Ligue 2': 2, '2. Bundesliga, Relegation/Promotion': 1, 'Bundesliga, Relegation/Promotion': 1, 'Serie B': 1, 'Premier League': 1, 'Schweizer Cup': 1, 'First Division A': 1, 'Ligue 1, Relegation/Promotion Playoff': 1, 'Russian Cup': 1, 'U21 Friendly Games': 2, 'UEFA European Championship': 27, 'Olympic Tournament, Men': 1, 'Olympic Tournament (Women)': 1, 'UEFA Nations League': 32}",Asian Handicap,464.0,54.78,Serie A,96.0,11.33
mm0012,131,"{'Asian Handicap': 59, 'Asian Over/Under': 72}","{'England Premier League': 42, 'UEFA Champions League': 9, 'Serie A': 26, 'Primera Division': 20, 'Bundesliga': 20, 'Ligue 1': 9, 'Allsvenskan': 1, 'Danish Superliga': 2, 'Primeira Liga': 2}",Asian Over/Under,72.0,54.96,England Premier League,42.0,32.06
mm11,170,"{'Asian Over/Under': 16, 'Asian Handicap': 153, 'Match Odds': 1}","{'Westfield W-League': 1, '2. Bundesliga': 16, 'England Premier League': 2, 'Serie A': 10, 'Bundesliga': 17, 'Primera Division': 9, 'Eredivisie': 10, 'Africa Cup of Nations': 7, 'England Championship': 4, 'Hyundai A-League': 19, 'AFC Nations Cup': 21, 'Super Lig': 13, 'Greece Cup': 5, 'Copa del Rey': 13, 'EFL Cup': 6, 'Mexico Primera Division': 1, 'FA Cup': 7, 'Cofidis Cup': 1, 'League Cup': 1, 'Segunda Division': 2, 'Ligue 1': 5}",Asian Handicap,153.0,90.0,AFC Nations Cup,21.0,12.35
mm122,286,"{'Asian Handicap - Half Time': 22, 'Asian Over/Under': 86, 'Asian Handicap': 82, 'Match Odds - Half Time': 21, 'Asian Over/Under - Corners - Half Time': 4, 'Asian Over/Under - Half Time': 23, 'Match Odds': 35, 'Asian Handicap - Corners': 7, 'Asian Handicap - Corners - Half Time': 5, 'Asian Over/Under - Corners': 1}","{'Eredivisie': 10, 'State Cup': 1, 'Taca de Portugal': 3, 'England Premier League': 9, 'Copa Libertadores': 4, 'Thai League': 1, 'Axpo Super League': 2, '2. Bundesliga': 8, 'UEFA Womens Euro, Qualification': 9, 'Premier League': 1, 'Serie A': 7, 'Qatar Stars League': 5, 'Saudi Professional League': 3, 'Ireland First Division': 1, 'Colombia Primera A': 7, 'Peru Liga 1': 4, 'J.League 3': 1, 'K-League (Second League)': 2, 'England Championship': 4, 'Ykkosliigacup': 2, 'Meistriliiga': 2, 'Viasat Sport Divisionen (1st Division)': 2, 'Serie B': 1, 'Gambrinus Liga': 3, 'Bundesliga': 5, 'Indian Super League': 1, 'Bulgaria Premier League': 1, 'Challenge League': 3, 'Primeira Liga': 7, 'Ecuador Primera A': 1, 'Mexico Primera Division': 1, 'J.League': 7, 'Spain Rfef Primera - Group 2': 2, 'Ligue 1': 4, 'Danish Superliga': 8, 'Ukraine Premier League': 3, 'Serbia Super Liga': 3, 'Urvalsdeild': 2, 'La Liga Profesional': 8, 'Pro League': 1, 'Liga I': 3, 'Premier League 2 (Division 1)': 2, 'League One': 5, 'International Friendly Games (Women)': 1, 'Estonia Cup': 1, 'Veikkausliiga': 3, 'Copa Sudamericana': 3, 'League Two': 1, 'Hyundai A-League': 1, 'Primera Division': 3, 'Scotland Premier League': 1, 'Ligue 2': 3, 'Greece Super League': 3, 'Chile Primera Division': 2, 'Argentina Primera B Nacional': 1, 'Brasilero Serie A': 5, 'Kazakhstan Cup': 1, ""FA Women's Cup"": 1, 'Bundesliga (Women)': 2, 'Super Lig': 1, 'Eliteserien': 5, ""Women's Super League"": 2, 'Serie C Girone C': 1, 'Major League Soccer': 3, 'Adeccoligaen': 1, 'Suomen Cup': 3, 'Nabisco Cup': 3, 'AFC Champions League': 1, 'Liga de Expansion': 2, 'UEFA Europa Conference League': 1, 'UEFA Europa League': 2, 'Victorian (Premier League)': 2, 'Eerste Divisie': 3, 'Brasileiro Feminino': 2, 'Indonesia Liga 1': 1, 'Kazakhstan Premier League': 1, 'Chinese Super League': 2, '3.Liga': 1, 'UEFA Champions League (Women)': 1, 'Liga de Honra': 1, 'Ekstraklasa': 2, 'First Division A': 5, 'Ligat Ha Al': 1, 'FA Cup': 2, 'Brasilero Serie B': 3, 'J.League 2': 1, 'New South Wales (Premier League)': 2, 'Allsvenskan': 3, 'NB I': 1, 'UAE Arabian Gulf League': 1, 'Scottish Cup': 1, 'Russia Premier League': 4, 'KNVB Beker': 1, 'Spain Rfef Primera - Group 1': 1, 'Segunda Division': 3, 'Campeonato Uruguayo': 1, 'Copa de Primera': 1, 'Bolivian Primera Division': 1, 'Brasilero Serie C': 1, 'Cyprus 1st Division': 1, 'Superettan': 1, 'Egypt Premier League': 2, 'NPL Queensland': 3, 'Ykkosliiga': 2, 'Turkey Cup': 1, 'Cup Men': 7, 'Coppa Italia': 1, 'Colombia Cup': 2, 'CONCACAF Champions League': 1}",Asian Over/Under,86.0,30.07,Eredivisie,10.0,3.5
mm123,294,"{'Asian Over/Under': 86, 'Match Odds - Half Time': 29, 'Asian Handicap - Corners': 10, 'Asian Handicap': 84, 'Asian Handicap - Half Time': 20, 'Match Odds': 29, 'Asian Over/Under - Half Time': 23, 'Asian Handicap - Corners - Half Time': 3, 'Asian Over/Under - Corners - Half Time': 4, 'Asian Over/Under - Corners': 6}","{'Greece Super League': 3, 'TFF 1. Lig': 1, 'England Premier League': 8, 'Coppa Italia': 3, 'CONCACAF Champions League': 1, 'Bulgaria Premier League': 4, 'Axpo Super League': 1, 'Eredivisie': 6, 'Copa Sudamericana': 5, 'Hyundai A-League': 3, 'Chinese Super League': 7, 'UEFA Womens Euro, Qualification': 5, 'Danish Superliga': 6, 'Saudi Professional League': 4, 'First Division A': 7, 'La Liga Profesional': 3, 'International Friendly Games (Women)': 2, 'Victorian (Premier League)': 4, 'Liga I': 6, 'NPL Queensland': 2, 'Kazakhstan Premier League': 1, 'Viasat Sport Divisionen (1st Division)': 2, 'Bundesliga': 6, 'Adeccoligaen': 1, 'League Two': 3, 'Serie A': 11, 'Ligue 2': 2, 'tipp3-Bundesliga': 5, 'Ekstraklasa': 5, 'Bolivian Primera Division': 5, 'Chile Primera Division': 1, 'Major League Soccer': 7, 'Mexico Primera Division': 3, 'J.League': 5, 'New South Wales (Premier League)': 4, 'K-League Classic (First League)': 1, 'Thai League': 1, 'Ligue 1': 2, 'Eliteserien': 3, '3.Liga': 4, 'Serie C Girone C': 1, 'Campeonato Uruguayo': 3, 'Colombia Primera A': 5, 'Premier League 2 (Division 1)': 2, 'Saudi Super Cup': 1, 'England Championship': 6, 'Estonia Cup': 1, 'League One': 2, 'Copa Libertadores': 2, 'DBU Pokalen': 1, 'Primera Division': 8, 'Peru Liga 1': 5, 'Primera Division Femenina': 1, 'Ligat Ha Al': 1, 'Scotland Premier League': 1, 'Ykkosliiga': 2, 'Meistriliiga': 3, 'Cyprus 1st Division': 2, 'Primeira Liga': 5, 'Brasilero Serie A': 7, 'Copa de Primera': 2, 'Liga de Honra': 2, '2. Bundesliga': 4, 'Challenge League': 2, 'Gambrinus Liga': 2, ""Women's Super League"": 5, 'Urvalsdeild': 2, 'Ecuador Primera A': 2, 'Suomen Cup': 5, 'Qatar Stars League': 3, 'Nabisco Cup': 3, 'Korea FA Cup': 1, 'Egypt Premier League': 2, 'UEFA Champions League': 2, 'Liga de Expansion': 1, 'UEFA Europa Conference League': 2, 'Segunda Division': 4, 'ADEG Erste Liga': 3, 'J.League 2': 2, 'Brasilero Serie B': 2, 'Superettan': 2, 'Bundesliga (Women)': 2, 'Azerbaijan Premier League': 1, 'Serie B': 1, 'Ukraine Premier League': 2, 'Serie C Girone A': 1, 'Super Lig': 2, 'Veikkausliiga': 1, 'Westfield W-League': 1, 'Spain Rfef Primera - Group 1': 1, 'Spain Rfef Primera - Group 2': 1, 'Russia Premier League': 2, 'Argentina Primera B Nacional': 1, 'Croatia 1. HNL': 1, 'Premier League': 3, 'Cup Men': 7, 'Colombia Cup': 2}",Asian Over/Under,86.0,29.25,Serie A,11.0,3.74
